Syndrome_id,Herb_id
SMSY00222,SMHB00153
SMSY00222,SMHB00449
SMSY00222,SMHB00264
SMSY00223,SMHB00267
SMSY00224,SMHB00035
SMSY00224,SMHB00303
SMSY00224,SMHB00336
SMSY00224,SMHB00394
SMSY00224,SMHB00003
SMSY00224,SMHB00010
SMSY00224,SMHB00048
SMSY00224,SMHB00131
SMSY00224,SMHB00385
SMSY00224,SMHB00135
SMSY00224,SMHB00398
SMSY00224,SMHB00345
SMSY00224,SMHB00093
SMSY00224,SMHB00500
SMSY00224,SMHB00588
SMSY00224,SMHB00464
SMSY00224,SMHB00696
SMSY00224,SMHB00526
SMSY00224,SMHB00039
SMSY00224,SMHB00315
SMSY00224,SMHB00517
SMSY00224,SMHB00507
SMSY00224,SMHB00085
SMSY00224,SMHB00395
SMSY00224,SMHB00527
SMSY00224,SMHB00522
SMSY00224,SMHB00523
SMSY00224,SMHB00515
SMSY00224,SMHB00360
SMSY00224,SMHB00077
SMSY00224,SMHB00505
SMSY00224,SMHB00152
SMSY00224,SMHB00474
SMSY00224,SMHB00182
SMSY00224,SMHB00536
SMSY00224,SMHB00353
SMSY00224,SMHB00552
SMSY00224,SMHB00478
SMSY00224,SMHB00254
SMSY00224,SMHB00304
SMSY00224,SMHB00370
SMSY00224,SMHB00491
SMSY00224,SMHB00566
SMSY00224,SMHB00579
SMSY00224,SMHB00628
SMSY00224,SMHB00117
SMSY00224,SMHB00312
SMSY00224,SMHB00569
SMSY00224,SMHB00424
SMSY00224,SMHB00031
SMSY00224,SMHB00065
SMSY00224,SMHB00469
SMSY00224,SMHB00597
SMSY00224,SMHB00702
SMSY00224,SMHB00187
SMSY00224,SMHB00165
SMSY00225,SMHB00451
SMSY00225,SMHB00417
SMSY00225,SMHB00698
SMSY00226,SMHB00050
SMSY00226,SMHB00168
SMSY00226,SMHB00181
SMSY00226,SMHB00220
SMSY00226,SMHB00221
SMSY00226,SMHB00222
SMSY00226,SMHB00292
SMSY00226,SMHB00353
SMSY00226,SMHB00117
SMSY00226,SMHB00345
SMSY00226,SMHB00049
SMSY00226,SMHB00047
SMSY00226,SMHB00112
SMSY00226,SMHB00272
SMSY00226,SMHB00330
SMSY00226,SMHB00380
SMSY00226,SMHB00485
SMSY00226,SMHB00486
SMSY00226,SMHB00171
SMSY00226,SMHB00470
SMSY00226,SMHB00515
SMSY00226,SMHB00417
SMSY00226,SMHB00689
SMSY00226,SMHB00146
SMSY00226,SMHB00695
SMSY00226,SMHB00577
SMSY00226,SMHB00698
SMSY00226,SMHB00691
SMSY00226,SMHB00592
SMSY00226,SMHB00597
SMSY00226,SMHB00599
SMSY00226,SMHB00193
SMSY00227,SMHB00485
SMSY00227,SMHB00146
SMSY00227,SMHB00691
SMSY00228,SMHB00168
SMSY00228,SMHB00292
SMSY00228,SMHB00047
SMSY00228,SMHB00112
SMSY00228,SMHB00272
SMSY00228,SMHB00380
SMSY00228,SMHB00689
SMSY00228,SMHB00695
SMSY00228,SMHB00592
SMSY00228,SMHB00599
SMSY00229,SMHB00181
SMSY00229,SMHB00220
SMSY00230,SMHB00112
SMSY00230,SMHB00577
SMSY00232,SMHB00234
SMSY00233,SMHB00049
SMSY00233,SMHB00486
SMSY00233,SMHB00515
SMSY00233,SMHB00698
